gene	KOG_class
LOC101849816	RNA processing and modification 
LOC101850224	NA
LOC101850771	NA
LOC101851006	Posttranslational modification, protein turnover, chaperones 
LOC101851238	NA
LOC101851465	Chromatin structure and dynamics 
LOC101851465	Cell cycle control, cell division, chromosome partitioning 
LOC101851698	Posttranslational modification, protein turnover, chaperones 
LOC101851910	Signal transduction mechanisms 
LOC101853213	Cytoskeleton 
LOC101853213	Intracellular trafficking, secretion, and vesicular transport 
LOC101853213	Signal transduction mechanisms 
LOC101853430	Posttranslational modification, protein turnover, chaperones 
LOC101853665	Posttranslational modification, protein turnover, chaperones 
LOC101854063	Transcription 
LOC101855693	NA
LOC101856073	Posttranslational modification, protein turnover, chaperones 
LOC101856488	Carbohydrate transport and metabolism 
LOC101856857	Secondary metabolites biosynthesis, transport and catabolism 
LOC101857080	Posttranslational modification, protein turnover, chaperones 
LOC101857301	NA
LOC101857534	Amino acid transport and metabolism 
LOC101859752	NA
LOC100533557	Signal transduction mechanisms 
LOC101861015	Translation, ribosomal structure and biogenesis 
LOC101861255	Cytoskeleton 
LOC101862850	Amino acid transport and metabolism 
LOC101862850	Carbohydrate transport and metabolism 
LOC101863561	
LOC101844970	Cell wall/membrane/envelope biogenesis 
LOC101845211	Cell wall/membrane/envelope biogenesis 
LOC101845596	Transcription 
LOC101848165	Posttranslational modification, protein turnover, chaperones 
LOC101848402	Intracellular trafficking, secretion, and vesicular transport 
LOC101848633	Intracellular trafficking, secretion, and vesicular transport 
LOC101850457	Cell cycle control, cell division, chromosome partitioning 
LOC101850457	Cytoskeleton 
LOC101850692	Signal transduction mechanisms 
LOC101851911	NA
LOC101852141	Signal transduction mechanisms 
LOC101852979	Translation, ribosomal structure and biogenesis 
LOC101853431	NA
LOC101853833	Posttranslational modification, protein turnover, chaperones 
LOC101854466	
LOC101855394	Signal transduction mechanisms 
LOC101858460	Posttranslational modification, protein turnover, chaperones 
LOC101860223	NA
LOC101860710	Transcription 
LOC101860941	NA
LOC101861863	Secondary metabolites biosynthesis, transport and catabolism 
LOC101862767	Signal transduction mechanisms 
LOC101862989	Signal transduction mechanisms 
LOC101863479	NA
LOC101864434	NA
LOC101847240	Transcription 
LOC101847787	Lipid transport and metabolism 
LOC101849346	Cell wall/membrane/envelope biogenesis 
LOC101849984	Extracellular structures 
LOC101850225	RNA processing and modification 
LOC101850929	NA
LOC101852221	Secondary metabolites biosynthesis, transport and catabolism 
LOC101853517	Posttranslational modification, protein turnover, chaperones 
LOC101853756	NA
LOC101854618	Cell wall/membrane/envelope biogenesis 
LOC101856149	NA
LOC101856395	Carbohydrate transport and metabolism 
LOC101856627	Posttranslational modification, protein turnover, chaperones 
LOC101856860	NA
LOC101857083	Posttranslational modification, protein turnover, chaperones 
LOC101858682	Energy production and conversion 
LOC101859376	NA
LOC101859993	Chromatin structure and dynamics 
LOC101862009	Intracellular trafficking, secretion, and vesicular transport 
LOC101862239	Energy production and conversion 
LOC101862471	Translation, ribosomal structure and biogenesis 
LOC101862699	Nucleotide transport and metabolism 
LOC101862699	Signal transduction mechanisms 
LOC101862921	Cytoskeleton 
LOC101863952	Posttranslational modification, protein turnover, chaperones 
LOC101864583	Signal transduction mechanisms 
LOC101845061	Amino acid transport and metabolism 
LOC101845897	NA
LOC101846625	Signal transduction mechanisms 
LOC101847551	Transcription 
LOC101847551	Signal transduction mechanisms 
LOC101847551	Replication, recombination and repair 
LOC101848636	Intracellular trafficking, secretion, and vesicular transport 
LOC101849514	NA
LOC101849985	NA
LOC101852142	NA
LOC101853217	Transcription 
LOC101853834	NA
LOC101855229	Carbohydrate transport and metabolism 
LOC101855463	Transcription 
LOC101855696	NA
LOC101855922	NA
LOC101856861	Signal transduction mechanisms 
LOC101857084	Intracellular trafficking, secretion, and vesicular transport 
LOC101858830	Intracellular trafficking, secretion, and vesicular transport 
LOC101860712	Replication, recombination and repair 
LOC101861257	Transcription 
LOC101863868	Posttranslational modification, protein turnover, chaperones 
LOC101845975	Intracellular trafficking, secretion, and vesicular transport 
LOC101846183	NA
LOC101846708	Lipid transport and metabolism 
LOC101846940	Inorganic ion transport and metabolism 
LOC101847396	Chromatin structure and dynamics 
LOC101849022	NA
LOC101849515	NA
LOC101857998	NA
LOC101859459	Carbohydrate transport and metabolism 
LOC101859837	Energy production and conversion 
LOC101860069	Energy production and conversion 
LOC101860069	Coenzyme transport and metabolism 
LOC101860549	Translation, ribosomal structure and biogenesis 
LOC101860785	Chromatin structure and dynamics 
LOC101860785	Transcription 
LOC101861018	Intracellular trafficking, secretion, and vesicular transport 
LOC101861259	NA
LOC101862241	Transcription 
LOC101845212	NA
LOC101847397	Amino acid transport and metabolism 
LOC101848937	Signal transduction mechanisms 
LOC101849177	Transcription 
LOC101849427	Signal transduction mechanisms 
LOC101850622	Replication, recombination and repair 
LOC101851009	Coenzyme transport and metabolism 
LOC101851701	Coenzyme transport and metabolism 
LOC101852144	NA
LOC101854689	Signal transduction mechanisms 
LOC101855230	NA
LOC101856397	Signal transduction mechanisms 
LOC101857087	Posttranslational modification, protein turnover, chaperones 
LOC101857764	Posttranslational modification, protein turnover, chaperones 
LOC101858684	RNA processing and modification 
LOC101859073	Intracellular trafficking, secretion, and vesicular transport 
LOC101859907	Posttranslational modification, protein turnover, chaperones 
LOC101860470	Posttranslational modification, protein turnover, chaperones 
LOC101861416	NA
LOC101861788	Transcription 
LOC101861788	Replication, recombination and repair 
LOC101862242	NA
LOC101864436	NA
LOC101845380	Lipid transport and metabolism 
LOC101845822	Cell cycle control, cell division, chromosome partitioning 
LOC101845822	Signal transduction mechanisms 
LOC101846052	NA
LOC101846264	NA
LOC101846479	NA
LOC101847308	NA
LOC101848490	Carbohydrate transport and metabolism 
LOC101848938	Translation, ribosomal structure and biogenesis 
LOC101850301	NA
LOC101852303	Translation, ribosomal structure and biogenesis 
LOC101853434	Signal transduction mechanisms 
LOC101854385	NA
LOC101854621	Cytoskeleton 
LOC101854621	Signal transduction mechanisms 
LOC101854621	Cell cycle control, cell division, chromosome partitioning 
LOC101855768	NA
LOC101857308	Cell wall/membrane/envelope biogenesis 
LOC101857308	Carbohydrate transport and metabolism 
LOC101857539	Transcription 
LOC101858382	Signal transduction mechanisms 
LOC101859221	NA
LOC101859685	RNA processing and modification 
LOC101859908	Inorganic ion transport and metabolism 
LOC101860946	Signal transduction mechanisms 
LOC101861178	Transcription 
LOC101862089	RNA processing and modification 
LOC101862319	Signal transduction mechanisms 
LOC101864437	NA
LOC101845147	
LOC101845381	NA
LOC101845599	RNA processing and modification 
LOC101847171	Translation, ribosomal structure and biogenesis 
LOC101847932	Posttranslational modification, protein turnover, chaperones 
LOC101848408	Posttranslational modification, protein turnover, chaperones 
LOC101849025	Signal transduction mechanisms 
LOC101849025	Inorganic ion transport and metabolism 
LOC101850229	Signal transduction mechanisms 
LOC101850229	Replication, recombination and repair 
LOC101850229	Transcription 
LOC101850460	Translation, ribosomal structure and biogenesis 
LOC101851098	NA
LOC101851321	Posttranslational modification, protein turnover, chaperones 
LOC101851321	Carbohydrate transport and metabolism 
LOC101851556	Cell wall/membrane/envelope biogenesis 
LOC101852666	Carbohydrate transport and metabolism 
LOC101853054	NA
LOC101854228	Cell cycle control, cell division, chromosome partitioning 
LOC101854470	Posttranslational modification, protein turnover, chaperones 
LOC101855700	NA
LOC101855925	Secondary metabolites biosynthesis, transport and catabolism 
LOC101856154	Posttranslational modification, protein turnover, chaperones 
LOC101856400	Posttranslational modification, protein turnover, chaperones 
LOC101856864	Translation, ribosomal structure and biogenesis 
LOC101858835	NA
LOC101859461	Inorganic ion transport and metabolism 
LOC101859686	Cytoskeleton 
LOC101859909	NA
LOC101860786	NA
LOC101861019	NA
LOC101863160	Signal transduction mechanisms 
LOC101863407	Signal transduction mechanisms 
LOC101845524	NA
LOC101845980	Transcription 
LOC101846188	Posttranslational modification, protein turnover, chaperones 
LOC101847172	NA
LOC101847855	NA
LOC101848263	Intracellular trafficking, secretion, and vesicular transport 
LOC101848491	Inorganic ion transport and metabolism 
LOC101849429	Cell cycle control, cell division, chromosome partitioning 
LOC101850230	Carbohydrate transport and metabolism 
LOC101851390	Signal transduction mechanisms 
LOC101852078	Carbohydrate transport and metabolism 
LOC101853220	Lipid transport and metabolism 
LOC101853220	Secondary metabolites biosynthesis, transport and catabolism 
LOC101853436	NA
LOC101854304	Replication, recombination and repair 
LOC101855317	Intracellular trafficking, secretion, and vesicular transport 
LOC101855317	Nuclear structure 
LOC101855769	NA
LOC101856156	Cell cycle control, cell division, chromosome partitioning 
LOC101856156	Posttranslational modification, protein turnover, chaperones 
LOC101859619	NA
LOC101860385	NA
LOC101863408	Amino acid transport and metabolism 
LOC101863644	Amino acid transport and metabolism 
LOC101864503	Posttranslational modification, protein turnover, chaperones 
LOC101844972	NA
LOC101845667	Energy production and conversion 
LOC101845900	Posttranslational modification, protein turnover, chaperones 
LOC101849749	NA
LOC101850390	NA
LOC101851323	NA
LOC101851786	Lipid transport and metabolism 
LOC101852535	NA
LOC101854923	Inorganic ion transport and metabolism 
LOC101855163	Secondary metabolites biosynthesis, transport and catabolism 
LOC101855619	Signal transduction mechanisms 
LOC101855847	RNA processing and modification 
LOC101856711	Transcription 
LOC101857622	NA
LOC101858241	Cell wall/membrane/envelope biogenesis 
LOC101859303	Posttranslational modification, protein turnover, chaperones 
LOC101860308	
LOC101861262	Signal transduction mechanisms 
LOC101861262	Intracellular trafficking, secretion, and vesicular transport 
LOC101861489	Carbohydrate transport and metabolism 
LOC101862628	NA
LOC101863564	Cytoskeleton 
LOC101845901	Transcription 
LOC101845901	Signal transduction mechanisms 
LOC101845901	Replication, recombination and repair 
LOC101846112	NA
LOC101846556	NA
LOC101848172	Amino acid transport and metabolism 
LOC101848410	Transcription 
LOC101849519	RNA processing and modification 
LOC101851011	NA
LOC101851242	Transcription 
LOC101852821	NA
LOC101853760	Cell cycle control, cell division, chromosome partitioning 
LOC101853760	Signal transduction mechanisms 
LOC101853760	Cytoskeleton 
LOC101853995	Posttranslational modification, protein turnover, chaperones 
LOC101854472	Cytoskeleton 
LOC101854692	NA
LOC101855319	Translation, ribosomal structure and biogenesis 
LOC101855319	RNA processing and modification 
LOC101855701	Signal transduction mechanisms 
LOC101855926	Amino acid transport and metabolism 
LOC101856491	Cell cycle control, cell division, chromosome partitioning 
LOC101857767	Signal transduction mechanisms 
LOC101857767	Replication, recombination and repair 
LOC101857767	Transcription 
LOC101859996	Signal transduction mechanisms 
LOC101859996	Inorganic ion transport and metabolism 
LOC101860473	
LOC101860948	NA
LOC101863161	Defense mechanisms 
LOC101863161	Signal transduction mechanisms 
LOC101864122	Translation, ribosomal structure and biogenesis 
LOC101845826	Transcription 
LOC101847015	Transcription 
LOC101847634	Cell cycle control, cell division, chromosome partitioning 
LOC101848097	Translation, ribosomal structure and biogenesis 
LOC101848334	NA
LOC101849273	Translation, ribosomal structure and biogenesis 
LOC101849990	Signal transduction mechanisms 
LOC101850462	Signal transduction mechanisms 
LOC101852147	Translation, ribosomal structure and biogenesis 
LOC101853523	Translation, ribosomal structure and biogenesis 
LOC101853910	NA
LOC101854388	Signal transduction mechanisms 
LOC101855078	Nuclear structure 
LOC101855078	Intracellular trafficking, secretion, and vesicular transport 
LOC101855320	Transcription 
LOC101856317	Signal transduction mechanisms 
LOC101856558	Signal transduction mechanisms 
LOC101858003	Energy production and conversion 
LOC101858244	NA
LOC101858688	NA
LOC101858914	NA
LOC101859383	Signal transduction mechanisms 
LOC101860551	Signal transduction mechanisms 
LOC101860789	Signal transduction mechanisms 
LOC101861491	Signal transduction mechanisms 
LOC101861712	Signal transduction mechanisms 
LOC101863079	Cell wall/membrane/envelope biogenesis 
LOC101863079	Carbohydrate transport and metabolism 
LOC101863647	NA
LOC101863877	NA
LOC101847175	NA
LOC101847794	Inorganic ion transport and metabolism 
